[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085638_Davidson_Codie_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
643,10983,0.010983,[1]
644,10723,0.010723,[0]
645,10749,0.010749,[1]
646,10824,0.010824,[0]
647,10714,0.010714,[1]
648,10752,0.010752,[0]
649,11082,0.011082,[1]
650,11513,0.011513,[0]
651,11419,0.011419,[1]
652,11663,0.011663,[0]
653,11564,0.011564,[1]
654,11637,0.011637,[0]
655,11420,0.01142,[1]
656,11569,0.011569,[0]
657,11612,0.011612,[1]
658,11496,0.011496,[0]
659,11055,0.011055,[1]
660,10807,0.010807,[0]
661,10558,0.010558,[1]
662,10138,0.010138,[0]
663,10065,0.010065,[1]
664,10019,0.010019,[0]
665,9937,0.009937,[1]
666,9677,0.009677,[0]
667,9789,0.009789,[1]
668,9559,0.009559,[0]
669,9235,0.009235,[1]
670,9284,0.009284,[0]
671,9312,0.009312,[1]
672,9091,0.009091,[0]
673,9063,0.009063,[1]
674,8954,0.008954,[0]
675,8977,0.008977,[1]
676,8873,0.008873,[0]
677,8921,0.008921,[1]
678,8979,0.008979,[0]
679,8799,0.008799,[1]
680,8742,0.008742,[0]
681,8534,0.008534,[1]
682,8421,0.008421,[0]
683,8337,0.008337,[1]
684,8423,0.008423,[0]
685,8550,0.00855,[1]
686,8653,0.008653,[0]
687,8762,0.008762,[1]
688,8769,0.008769,[0]
689,8739,0.008739,[1]
690,8850,0.00885,[0]
691,8671,0.008671,[1]
692,8666,0.008666,[0]
693,8464,0.008464,[1]
694,8477,0.008477,[0]
695,8465,0.008465,[1]
696,8540,0.00854,[0]
697,8568,0.008568,[1]
698,8579,0.008579,[0]
699,8759,0.008759,[1]
700,8927,0.008927,[0]
701,8810,0.00881,[1]
702,8744,0.008744,[0]
703,8978,0.008978,[1]
704,8937,0.008937,[0]
705,9000,0.009,[1]
706,9201,0.009201,[0]
707,9615,0.009615,[1]
708,9728,0.009728,[0]
709,10021,0.010021,[1]
710,10231,0.010231,[0]
711,10350,0.01035,[1]
712,10157,0.010157,[0]
713,10132,0.010132,[1]
714,10184,0.010184,[0]
715,10280,0.01028,[1]
716,10379,0.010379,[0]
717,10486,0.010486,[1]
718,10983,0.010983,[0]
719,11227,0.011227,[1]
720,11307,0.011307,[0]
721,11486,0.011486,[1]
722,11792,0.011792,[0]
723,11592,0.011592,[1]
724,11157,0.011157,[0]
725,11157,0.011157,[1]
726,11133,0.011133,[0]
727,11308,0.011308,[1]
728,11131,0.011131,[0]
729,11374,0.011374,[1]
730,11333,0.011333,[0]
731,11127,0.011127,[1]
732,11065,0.011065,[0]
733,11002,0.011002,[1]
734,10748,0.010748,[0]
735,10289,0.010289,[1]
736,10117,0.010117,[0]
737,9957,0.009957,[1]
738,9941,0.009941,[0]
739,9727,0.009727,[1]
740,9861,0.009861,[0]
741,9905,0.009905,[1]
742,9961,0.009961,[0]
743,9765,0.009765,[1]
744,9518,0.009518,[0]
745,9428,0.009428,[1]
746,9224,0.009224,[0]
747,9264,0.009264,[1]
748,9206,0.009206,[0]
749,9192,0.009192,[1]
750,9086,0.009086,[0]
751,9238,0.009238,[1]
752,9408,0.009408,[0]
753,9287,0.009287,[1]
754,9249,0.009249,[0]
755,9189,0.009189,[1]
756,9320,0.00932,[0]
757,9415,0.009415,[1]
758,9302,0.009302,[0]
759,9235,0.009235,[1]
760,9036,0.009036,[0]
761,8701,0.008701,[1]
